RIN,Primary Key,Date  Occurred,Time  Occurred,Location,Area_Command,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Subject Effects,Subject  Sex,Subject  Race,Subject  Ethnicity,Subject Conduct Desc,Subject Resistance,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number  Shots,Effect on Officer,Officer  Organization Desc,Officer  Commission Date,Officer Yrs of Service,X-Coordinate,Y-Coordinate,Council District,Census Tract,ZIP,County,County desc
7497485,20191011352,4/11/2019 0:00,,SCOTTSDALE RD / E MARTIN LUTHER KING JR BLVD,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459050389: 20191011352,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,6/20/2008 0:00,11,3134343,10077828,1,21,78721,1,TRAVIS COUNTY
7497485,20191011352,4/11/2019 0:00,,SCOTTSDALE RD / E MARTIN LUTHER KING JR BLVD,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459050389: 20191011352,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,3/23/2012 0:00,7,3134343,10077828,1,21,78721,1,TRAVIS COUNTY
7497485,20191011352,4/11/2019 0:00,1638,SCOTTSDALE RD / E MARTIN LUTHER KING JR BLVD,CH,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459050389: 20191011352,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION I,11/30/2012 0:00,6,3134343,10077828,1,21,78721,1,TRAVIS COUNTY
7497636,20191011706,4/11/2019 0:00,2358,500 E 7TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459599315: 20191011706,COMPLAINT OF INJURY/PAIN,M,B,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,,1,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,9/1/2018 0:00,1,3115951,10070759,9,-,78701,1,TRAVIS COUNTY
7497666,20191011890,4/11/2019 0:00,2143,203 E 6TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459624418: 20191011890,NO COMPLAINT OF INJURY/PAIN,M,A,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,GEORGE 400 REG I EVENING,11/30/2012 0:00,6,3114814,10070519,9,-,78701,1,TRAVIS COUNTY
7497878,20191011919,4/11/2019 0:00,2204,2400 RIO GRANDE ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459263513: 20191011919,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 700 REG I PATROL,6/23/2017 0:00,2,3113475,10078053,9,-,78705,1,TRAVIS COUNTY
7497878,20191011919,4/11/2019 0:00,2224,2400 RIO GRANDE ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459263513: 20191011919,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 800 NIGHT REG I PATROL,12/22/2017 0:00,1,3113475,10078053,9,-,78705,1,TRAVIS COUNTY
7497878,20191011919,4/11/2019 0:00,2204,2400 RIO GRANDE ST,BA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459263513: 20191011919,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,BAKER 700 REG I PATROL,12/22/2017 0:00,1,3113475,10078053,9,-,78705,1,TRAVIS COUNTY
7497813,20191011951,4/11/2019 0:00,2314,9400 GROUSE MEADOW LN,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,238027511: 20191011951,NO COMPLAINT OF INJURY/PAIN,M,B,N,,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,12/22/2017 0:00,1,3125324,10107088,4,18.19,78758,1,TRAVIS COUNTY
7497813,20191011951,4/11/2019 0:00,1050,9400 GROUSE MEADOW LN,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,238027511: 20191011951,NO COMPLAINT OF INJURY/PAIN,M,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,9/2/2018 0:00,1,3125324,10107088,4,18.19,78758,1,TRAVIS COUNTY
7497813,20191011951,4/11/2019 0:00,2250,9400 GROUSE MEADOW LN,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,238027511: 20191011951,NO COMPLAINT OF INJURY/PAIN,M,B,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,9/1/2018 0:00,1,3125324,10107088,4,18.19,78758,1,TRAVIS COUNTY
7497813,20191011951,4/11/2019 0:00,2310,9400 GROUSE MEADOW LN,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,238027511: 20191011951,NO COMPLAINT OF INJURY/PAIN,M,B,N,,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,9/1/2018 0:00,1,3125324,10107088,4,18.19,78758,1,TRAVIS COUNTY
7497910,20191012075,4/11/2019 0:00,24,1301 PARSONS DR,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,125306448: 20191012075,NO COMPLAINT OF INJURY/PAIN,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,6/23/2017 0:00,2,3127988,10112970,4,-,78758,1,TRAVIS COUNTY
7497910,20191012075,4/11/2019 0:00,,1301 PARSONS DR,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,125306448: 20191012075,NO COMPLAINT OF INJURY/PAIN,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,6/23/2017 0:00,2,3127988,10112970,4,-,78758,1,TRAVIS COUNTY
7497910,20191012075,4/11/2019 0:00,24,1301 PARSONS DR,ED,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,125306448: 20191012075,NO COMPLAINT OF INJURY/PAIN,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,12/22/2017 0:00,1,3127988,10112970,4,-,78758,1,TRAVIS COUNTY
7497905,20191020250,4/12/2019 0:00,430,1501 REAGAN HILL DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,203817329: 20191020250,COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,10/7/2011 0:00,8,3130394,10092312,4,18.11,78752,1,TRAVIS COUNTY
7497905,20191020250,4/12/2019 0:00,500,1501 REAGAN HILL DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,203817329: 20191020250,COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 800 REG I PATROL,6/23/2017 0:00,2,3130394,10092312,4,18.11,78752,1,TRAVIS COUNTY
7498210,20191020648,4/12/2019 0:00,1017,5207 WOODLAND OAKS CT,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,301402419: 20191020648,NO COMPLAINT OF INJURY/PAIN,F,W,H,,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,6/23/2006 0:00,13,3114789,10044223,2,24.13,78744,1,TRAVIS COUNTY
7498210,20191020648,4/12/2019 0:00,1028,5207 WOODLAND OAKS CT,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,301402419: 20191020648,NO COMPLAINT OF INJURY/PAIN,F,W,H,EDP/MENTALLY UNSTABLE,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 100 REG IV PATROL,11/30/2012 0:00,6,3114789,10044223,2,24.13,78744,1,TRAVIS COUNTY
7498210,20191020648,4/12/2019 0:00,1027,5207 WOODLAND OAKS CT,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,301402419: 20191020648,NO COMPLAINT OF INJURY/PAIN,F,W,H,,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 200 REG IV PATROL,3/21/2014 0:00,5,3114789,10044223,2,24.13,78744,1,TRAVIS COUNTY
7498200,20191021117,4/12/2019 0:00,1457,7209 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,9180685: 20191021117,NO COMPLAINT OF INJURY/PAIN,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 200 REG I PATROL,5/10/2002 0:00,17,3132297,10091373,1,18.11,78752,1,TRAVIS COUNTY
7498200,20191021117,4/12/2019 0:00,1457,7209 CREEKSIDE DR,ID,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,9180685: 20191021117,NO COMPLAINT OF INJURY/PAIN,M,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,IDA 200 REG I PATROL,3/22/2013 0:00,6,3132297,10091373,1,18.11,78752,1,TRAVIS COUNTY
7498892,20191021896,4/12/2019 0:00,2133,7900 SAN FELIPE BLVD,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,313131459: 20191021896,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,1/2/2009 0:00,10,3104909,10132442,6,204.06,78729,2,WILLIAMSON COUNTY
7498892,20191021896,4/12/2019 0:00,2132,7900 SAN FELIPE BLVD,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,313131459: 20191021896,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,EDWARD 800 REG II PATROL,1/2/2009 0:00,10,3104909,10132442,6,204.06,78729,2,WILLIAMSON COUNTY
7498892,20191021896,4/12/2019 0:00,2130,7900 SAN FELIPE BLVD,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,2,313131459: 20191021896,MINOR INJURY,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,MINOR INJURY,ADAM 500 REG II PATROL,11/30/2012 0:00,6,3104909,10132442,6,204.06,78729,2,WILLIAMSON COUNTY
7499210,20191022209,4/12/2019 0:00,,W WILLIAM CANNON DR / S 1ST ST,FR,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,51255420: 20191022209,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,12/22/2017 0:00,1,3100694,10044621,2,-,78745,1,TRAVIS COUNTY
7499210,20191022209,4/12/2019 0:00,,W WILLIAM CANNON DR / S 1ST ST,FR,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,51255420: 20191022209,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,12/22/2017 0:00,1,3100694,10044621,2,-,78745,1,TRAVIS COUNTY
7447141,201910255,1/1/2019 0:00,,7077 GRAND CANYON DR,ID,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459756342: 201910255,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,2/5/2018 0:00,1,3129103,10092525,4,18.12,78752,1,TRAVIS COUNTY
7447141,201910255,1/1/2019 0:00,,7077 GRAND CANYON DR,ID,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459756342: 201910255,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,9/2/2018 0:00,0,3129103,10092525,4,18.12,78752,1,TRAVIS COUNTY
7450724,201910273,1/1/2019 0:00,55,403 E 6TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,1193895: 201910273,NO COMPLAINT OF INJURY/PAIN,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,4,3115468,10070315,9,-,78701,1,TRAVIS COUNTY
7450724,201910273,1/1/2019 0:00,54,403 E 6TH ST,GE,4-DISPATCHED CALL [non MV Stop],OTHER (DOCUMENT IN SUPPLEMENT),4,1193893: 201910273,NO COMPLAINT OF INJURY/PAIN,,,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,10/30/2015 0:00,3,3115468,10070315,9,-,78701,1,TRAVIS COUNTY
7498346,20191030126,4/13/2019 0:00,112,404 COLORADO ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459792665: 20191030126,MINOR INJURY,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,ROBBERY UNIT,5/10/2002 0:00,17,3113643,10070357,9,-,78701,1,TRAVIS COUNTY
7498346,20191030126,4/13/2019 0:00,113,404 COLORADO ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459792665: 20191030126,MINOR INJURY,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG 1 EVENING,12/12/2014 0:00,4,3113643,10070357,9,-,78701,1,TRAVIS COUNTY
7498346,20191030126,4/13/2019 0:00,124,404 COLORADO ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459792665: 20191030126,MINOR INJURY,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,CHARLIE 800 REG III PATROL,6/23/2017 0:00,2,3113643,10070357,9,-,78701,1,TRAVIS COUNTY
7498362,20191030335,4/13/2019 0:00,700,115 E 6TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459212576: 20191030335,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,4/23/2010 0:00,9,3114530,10070615,9,11,78701,1,TRAVIS COUNTY
7498362,20191030335,4/13/2019 0:00,708,115 E 6TH ST,GE,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459212576: 20191030335,MINOR INJURY,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,7/8/2016 0:00,3,3114530,10070615,9,11,78701,1,TRAVIS COUNTY
7498811,20191031156,4/13/2019 0:00,1520,1124 RUTLAND DR,ED,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458874484: 20191031156,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,12/22/2017 0:00,1,3125782,10107636,4,18.22,78758,1,TRAVIS COUNTY
7498912,20191031753,4/13/2019 0:00,1849,2200 PANTHER TRL,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459148525: 20191031753,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,10/28/2016 0:00,2,3100653,10059490,5,20.04,78704,1,TRAVIS COUNTY
7498912,20191031753,4/13/2019 0:00,1749,2200 PANTHER TRL,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459148525: 20191031753,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 500 REG IV PATROL,10/28/2016 0:00,2,3100653,10059490,5,20.04,78704,1,TRAVIS COUNTY
7498912,20191031753,4/13/2019 0:00,1849,2200 PANTHER TRL,DA,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459148525: 20191031753,NO COMPLAINT OF INJURY/PAIN,F,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,DAVID 400 REG IV PATROL,12/22/2017 0:00,1,3100653,10059490,5,20.04,78704,1,TRAVIS COUNTY
7498692,20191032178,4/13/2019 0:00,4,2122 PONCIANA LOOP,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459793211: 20191032178,NO COMPLAINT OF INJURY/PAIN,M,W,H,,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,9/2/2018 0:00,1,3111414,10045462,2,-,78744,1,TRAVIS COUNTY
7498692,20191032178,4/13/2019 0:00,4,2122 PONCIANA LOOP,FR,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459793211: 20191032178,NO COMPLAINT OF INJURY/PAIN,M,W,H,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 500 REG IV PATROL,9/2/2018 0:00,1,3111414,10045462,2,-,78744,1,TRAVIS COUNTY
7498692,20191032178,4/13/2019 0:00,4,2122 PONCIANA LOOP,FR,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459793211: 20191032178,NO COMPLAINT OF INJURY/PAIN,M,W,H,,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,FRANK 600 EVENINGS REG IV PATROL,9/1/2018 0:00,1,3111414,10045462,2,-,78744,1,TRAVIS COUNTY
7498755,20191040067,4/14/2019 0:00,40,10705 GUNGROVE DR,AD,4-DISPATCHED CALL [non MV Stop],NECESSARY TO DEFEND REPORTING OFFICER,3,305861581: 20191040067,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,7/8/2016 0:00,3,3091248,10135988,6,204.05,78750,2,WILLIAMSON COUNTY
7498755,20191040067,4/14/2019 0:00,55,10705 GUNGROVE DR,AD,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,305861581: 20191040067,NO COMPLAINT OF INJURY/PAIN,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,12/22/2017 0:00,1,3091248,10135988,6,204.05,78750,2,WILLIAMSON COUNTY
7498489,20191040156,4/14/2019 0:00,135,400 E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459792837: 20191040156,NO COMPLAINT OF INJURY/PAIN,M,W,N,,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,7/13/2012 0:00,7,3115491,10070521,9,-,78701,1,TRAVIS COUNTY
7498489,20191040156,4/14/2019 0:00,145,400 E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459792837: 20191040156,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,12/12/2014 0:00,4,3115491,10070521,9,-,78701,1,TRAVIS COUNTY
7498489,20191040156,4/14/2019 0:00,340,400 E 6TH ST,GE,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459792837: 20191040156,NO COMPLAINT OF INJURY/PAIN,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,IDA 300 REG I PATROL,9/2/2018 0:00,1,3115491,10070521,9,-,78701,1,TRAVIS COUNTY
7498490,20191040173,4/16/2019 0:00,145,400 BLOCK E 6TH ST,GE,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459792849: 20191040173,NO COMPLAINT OF INJURY/PAIN,M,W,H,,AGGRESSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,1,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I EVENING,4/23/2010 0:00,9,3115491,10070521,9,-,78701,1,TRAVIS COUNTY
